"ship_state","sku","total_units_sold","total_revenue","total_orders","avg_order_value"
"PUDUCHERRY","JNE1906-KR-031-XXL","1","357.00","1","357.00"
"HARYANA","JNE2305-KR-533-XL","1","357.00","1","357.00"
"ANDHRA PRADESH","JNE3758-KR-XXXL","1","357.00","1","357.00"
"MADHYA PRADESH","JNE3543-KR-XS","1","357.00","1","357.00"
"MADHYA PRADESH","JNE3543-KR-XL","1","357.00","1","357.00"
"DELHI","JNE3758-KR-S","1","357.00","1","357.00"
"GUJARAT","JNE2100-KR-144-S","1","357.00","1","357.00"
"GUJARAT","JNE2100-KR-144-L","1","357.00","1","357.00"
"MADHYA PRADESH","JNE3543-KR-S","1","357.00","1","357.00"
"ANDAMAN & NICOBAR","JNE2305-KR-533-M","1","357.00","1","357.00"
"RAJASTHAN","JNE3543-KR-XS","1","357.00","1","357.00"
"RAJASTHAN","JNE1906-KR-031-M","1","357.00","1","357.00"
"DELHI","SET241-KR-PP-M","1","357.00","1","357.00"
"RAJASTHAN","JNE2305-KR-533-L","1","357.00","1","357.00"
"HIMACHAL PRADESH","JNE2305-KR-533-XS","1","357.00","1","357.00"
"HIMACHAL PRADESH","JNE2305-KR-533-L","1","357.00","1","357.00"
"MEGHALAYA","JNE2305-KR-533-XL","1","357.00","1","357.00"
"KARNATAKA","JNE3537-KR-S","1","356.00","1","356.00"
"UTTAR PRADESH","JNE2205-KR-467-A-XXXL","1","356.00","1","356.00"
"KARNATAKA","JNE2205-KR-467-A-M","1","356.00","1","356.00"
"RAJASTHAN","JNE2205-KR-467-A-XL","1","356.00","1","356.00"
"UTTAR PRADESH","JNE3530-KR-XXXL","1","356.00","1","356.00"
"ANDAMAN & NICOBAR","JNE2205-KR-467-A-M","1","356.00","1","356.00"
"JAMMU & KASHMIR","BTM040-PP-XXL","1","356.00","1","356.00"
"ASSAM","BTM048-PP-L","1","356.00","1","356.00"
"KARNATAKA","JNE3425-KR-L","1","356.00","1","356.00"
"UTTARAKHAND","JNE2205-KR-467-A-L","1","356.00","1","356.00"
"KARNATAKA","JNE2205-KR-467-A-XXXL","1","356.00","1","356.00"
"ASSAM","JNE2205-KR-467-A-M","1","356.00","1","356.00"
"KARNATAKA","JNE3530-KR-S","1","356.00","1","356.00"
"DELHI","JNE2205-KR-467-A-XXXL","1","356.00","1","356.00"
"DELHI","JNE3530-KR-XS","1","356.00","1","356.00"
"JHARKHAND","JNE2205-KR-467-A-XL","1","356.00","1","356.00"
"TAMIL NADU","JNE2205-KR-467-A-L","1","356.00","1","356.00"
"MAHARASHTRA","JNE2205-KR-467-A-XXXL","1","356.00","1","356.00"
"ANDHRA PRADESH","JNE2205-KR-467-A-S","1","356.00","1","356.00"
"TAMIL NADU","JNE2205-KR-467-A-XL","1","356.00","1","356.00"
"JHARKHAND","JNE2205-KR-467-A-L","1","356.00","1","356.00"
"UTTAR PRADESH","JNE2205-KR-467-A-M","1","356.00","1","356.00"
"UTTAR PRADESH","JNE2205-KR-467-A-S","1","356.00","1","356.00"
"UTTAR PRADESH","JNE2205-KR-467-A-XXL","1","356.00","1","356.00"
"TAMIL NADU","JNE2205-KR-467-A-XXL","1","356.00","1","356.00"
"ANDHRA PRADESH","JNE2205-KR-467-A-XXXL","1","356.00","1","356.00"
"KARNATAKA","JNE3537-KR-XS","1","356.00","1","356.00"
"UTTARAKHAND","JNE3530-KR-XXXL","1","356.00","1","356.00"
"TELANGANA","JNE2205-KR-467-A-L","1","356.00","1","356.00"
"UTTAR PRADESH","BTM040-PP-XL","1","356.00","1","356.00"
"MAHARASHTRA","JNE3530-KR-XXL","1","356.00","1","356.00"
"TAMIL NADU","JNE2205-KR-467-A-XXXL","1","356.00","1","356.00"
"RAJASTHAN","JNE2205-KR-467-A-L","1","356.00","1","356.00"
"KARNATAKA","JNE3793-KR-S","1","355.00","1","355.00"
"DELHI","JNE3793-KR-S","1","355.00","1","355.00"
"RAJASTHAN","JNE3793-KR-XXXL","1","355.00","1","355.00"
"RAJASTHAN","J0165-TP-L","1","355.00","1","355.00"
"KARNATAKA","J0073-KR-XL","1","355.00","1","355.00"
"ASSAM","JNE3793-KR-S","1","355.00","1","355.00"
"ANDHRA PRADESH","J0165-TP-L","1","355.00","1","355.00"
"KERALA","JNE2266-KR-490-A-S","1","355.00","1","355.00"
"JAMMU & KASHMIR","JNE3793-KR-XXL","1","355.00","1","355.00"
"MAHARASHTRA","J0165-TP-M","1","355.00","1","355.00"
"GUJARAT","JNE3635-KR-XXXL","1","355.00","1","355.00"
"DELHI","JNE2266-KR-490-A-XS","1","355.00","1","355.00"
"KARNATAKA","J0029-KR-XS","1","355.00","1","355.00"
"UTTARAKHAND","J0165-TP-XL","1","355.00","1","355.00"
"UTTAR PRADESH","JNE3793-KR-XS","1","355.00","1","355.00"
"UTTAR PRADESH","JNE3793-KR-XXXL","1","355.00","1","355.00"
"MADHYA PRADESH","JNE3793-KR-M","1","355.00","1","355.00"
"DELHI","JNE3793-KR-XL","1","355.00","1","355.00"
"HARYANA","J0165-TP-XXL","1","355.00","1","355.00"
"RJ","JNE3793-KR-XL","1","355.00","1","355.00"
"BIHAR","JNE3793-KR-XXXL","1","355.00","1","355.00"
"KARNATAKA","J0112-TP-S","1","354.00","1","354.00"
"MAHARASHTRA","JNE3658-TP-XL","1","354.00","1","354.00"
"DELHI","JNE3713-TP-N-XS","1","354.00","1","354.00"
"GUJARAT","JNE3713-TP-N-XXL","1","354.00","1","354.00"
"TELANGANA","JNE3713-TP-N-XXL","1","354.00","1","354.00"
"TAMIL NADU","J0112-TP-M","1","354.00","1","354.00"
"MADHYA PRADESH","JNE3713-TP-N-XS","1","354.00","1","354.00"
"WEST BENGAL","JNE3658-TP-L","1","354.00","1","354.00"
"TELANGANA","JNE3713-TP-N-XS","1","354.00","1","354.00"
"DELHI","J0112-TP-S","1","354.00","1","354.00"
"MANIPUR","JNE3713-TP-N-XXL","1","354.00","1","354.00"
"MAHARASHTRA","JNE3663-TP-S","1","354.00","1","354.00"
"GOA","JNE3713-TP-N-XS","1","354.00","1","354.00"
"ODISHA","JNE3641-TP-N-XXL","1","354.00","1","354.00"
"MIZORAM","JNE3658-TP-XXL","1","354.00","1","354.00"
"GOA","JNE3658-TP-L","1","354.00","1","354.00"
"TAMIL NADU","JNE3713-TP-N-XXL","1","354.00","1","354.00"
"ASSAM","JNE3641-TP-N-S","1","354.00","1","354.00"
"UTTAR PRADESH","JNE3653-TP-N-XXL","1","354.00","1","354.00"
"ASSAM","JNE3641-TP-N-XS","1","354.00","1","354.00"
"UTTAR PRADESH","JNE3641-TP-N-S","1","354.00","1","354.00"
"ASSAM","JNE3658-TP-S","1","354.00","1","354.00"
"KARNATAKA","JNE3641-TP-N-S","1","354.00","1","354.00"
"PUNJAB","JNE3713-TP-N-XXL","1","354.00","1","354.00"
"UTTAR PRADESH","JNE3713-TP-N-XS","1","354.00","1","354.00"
"NEW DELHI","JNE3658-TP-M","1","354.00","1","354.00"
"DELHI","JNE3641-TP-N-XXL","1","354.00","1","354.00"
"KARNATAKA","JNE3653-TP-N-XXL","1","354.00","1","354.00"
"KARNATAKA","JNE3658-TP-S","1","354.00","1","354.00"
"MAHARASHTRA","J0112-TP-XL","1","354.00","1","354.00"
"WEST BENGAL","J0112-TP-XXXL","1","354.00","1","354.00"
"BIHAR","JNE3658-TP-XXL","1","354.00","1","354.00"
"WEST BENGAL","J0112-TP-L","1","354.00","1","354.00"
"MADHYA PRADESH","JNE3641-TP-N-XS","1","354.00","1","354.00"
"KARNATAKA","JNE3713-TP-N-XXL","1","354.00","1","354.00"
"MIZORAM","JNE3658-TP-XL","1","354.00","1","354.00"
"HARYANA","JNE3641-TP-N-XS","1","354.00","1","354.00"
"DELHI","JNE3658-TP-M","1","354.00","1","354.00"
"HARYANA","JNE3500-KR-M","1","353.00","1","353.00"
"ODISHA","JNE2199-KR-411-A-XL","1","353.00","1","353.00"
"GUJARAT","JNE2014-KR-178-M","1","353.00","1","353.00"
"ODISHA","JNE2014-KR-178-XXXL","1","353.00","1","353.00"
"KERALA","JNE2199-KR-411-A-XS","1","353.00","1","353.00"
"KERALA","JNE2199-KR-411-A-XL","1","353.00","1","353.00"
"UTTAR PRADESH","JNE2199-KR-411-A-XXXL","1","353.00","1","353.00"
"BIHAR","JNE3371-KR-M","1","353.00","1","353.00"
"UTTAR PRADESH","JNE2199-KR-411-A-S","1","353.00","1","353.00"
"UTTAR PRADESH","JNE2199-KR-411-A-M","1","353.00","1","353.00"
"ODISHA","JNE2199-KR-411-A-XS","1","353.00","1","353.00"
"HARYANA","JNE2014-KR-178-S","1","353.00","1","353.00"
"ODISHA","JNE2199-KR-411-A-XXXL","1","353.00","1","353.00"
"CHHATTISGARH","JNE2014-KR-178-XXXL","1","353.00","1","353.00"
"DELHI","JNE2014-KR-178-XXL","1","353.00","1","353.00"
"ANDHRA PRADESH","JNE2199-KR-411-A-XXXL","1","353.00","1","353.00"
"TAMIL NADU","JNE3758-KR-XS","1","353.00","1","353.00"
"TELANGANA","JNE3371-KR-XXXL","1","353.00","1","353.00"
"KERALA","JNE3365-KR-1052-A-XS","1","353.00","1","353.00"
"JAMMU & KASHMIR","JNE2014-KR-178-L","1","353.00","1","353.00"
"MADHYA PRADESH","JNE3371-KR-XXXL","1","353.00","1","353.00"
"SIKKIM","JNE2014-KR-178-L","1","353.00","1","353.00"
"ASSAM","JNE2014-KR-178-L","1","353.00","1","353.00"
"MEGHALAYA","JNE3500-KR-S","1","353.00","1","353.00"
"JHARKHAND","JNE2014-KR-178-XXXL","1","353.00","1","353.00"
"JHARKHAND","JNE2014-KR-178-M","1","353.00","1","353.00"
"ODISHA","JNE3758-KR-L","1","353.00","1","353.00"
"WEST BENGAL","JNE2014-KR-178-XXL","1","353.00","1","353.00"
"CHHATTISGARH","JNE3758-KR-S","1","353.00","1","353.00"
"TELANGANA","JNE2199-KR-411-A-XS","1","353.00","1","353.00"
"TELANGANA","JNE2199-KR-411-A-L","1","353.00","1","353.00"
"PUNJAB","JNE2014-KR-178-L","1","353.00","1","353.00"
"HARYANA","JNE2199-KR-411-A-L","1","353.00","1","353.00"
"UTTARAKHAND","JNE2199-KR-411-A-XXL","1","353.00","1","353.00"
"MAHARASHTRA","JNE2014-KR-178-S","1","353.00","1","353.00"
"DELHI","JNE3371-KR-S","1","353.00","1","353.00"
"HARYANA","JNE2014-KR-178-L","1","353.00","1","353.00"
"PUNJAB","JNE2199-KR-411-A-XL","1","353.00","1","353.00"
"ANDHRA PRADESH","JNE2014-KR-178-XS","1","353.00","1","353.00"
"DELHI","JNE3741-KR-XS","1","353.00","1","353.00"
"PUNJAB","JNE2199-KR-411-A-XXXL","1","353.00","1","353.00"
"UTTAR PRADESH","JNE2014-KR-178-XXL","1","353.00","1","353.00"
"JHARKHAND","JNE3371-KR-XXXL","1","353.00","1","353.00"
"RAJASTHAN","JNE3758-KR-XL","1","353.00","1","353.00"
"MADHYA PRADESH","JNE2199-KR-411-A-XL","1","353.00","1","353.00"
"UTTAR PRADESH","JNE3741-KR-XXL","1","353.00","1","353.00"
"ASSAM","JNE3364-KR-1051-XXXL","1","353.00","1","353.00"
"CHHATTISGARH","JNE2199-KR-411-A-L","1","353.00","1","353.00"
"MAHARASHTRA","JNE2199-KR-411-A-XL","1","353.00","1","353.00"
"PUDUCHERRY","JNE2014-KR-178-XL","1","353.00","1","353.00"
"HARYANA","JNE2014-KR-178-XXXL","1","353.00","1","353.00"
"KERALA","JNE2199-KR-411-A-S","1","353.00","1","353.00"
"KERALA","JNE2199-KR-411-A-M","1","353.00","1","353.00"
"GUJARAT","JNE2199-KR-411-A-XXXL","1","353.00","1","353.00"
"KERALA","JNE3294-KR-XS","1","353.00","1","353.00"
"MADHYA PRADESH","JNE3500-KR-S","1","353.00","1","353.00"
"GOA","JNE2199-KR-411-A-L","1","353.00","1","353.00"
"JAMMU & KASHMIR","JNE3366-KR-1053-XXXL","1","353.00","1","353.00"
"DELHI","JNE3741-KR-L","1","353.00","1","353.00"
"TELANGANA","JNE2014-KR-178-S","1","353.00","1","353.00"
"CHHATTISGARH","JNE2014-KR-178-M","1","353.00","1","353.00"
"RAJASTHAN","JNE3371-KR-XXXL","1","353.00","1","353.00"
"WEST BENGAL","JNE3371-KR-S","1","353.00","1","353.00"
"WEST BENGAL","JNE3371-KR-XL","1","353.00","1","353.00"
"MAHARASHTRA","JNE3371-KR-XXL","1","353.00","1","353.00"
"RAJASTHAN","JNE2199-KR-411-A-L","1","353.00","1","353.00"
"TAMIL NADU","JNE2199-KR-411-A-XS","1","353.00","1","353.00"
"MAHARASHTRA","JNE2199-KR-411-A-XS","1","353.00","1","353.00"
"RAJASTHAN","JNE2199-KR-411-A-M","1","353.00","1","353.00"
"UTTAR PRADESH","JNE3371-KR-XL","1","353.00","1","353.00"
"UTTAR PRADESH","JNE3500-KR-S","1","353.00","1","353.00"
"TAMIL NADU","JNE3741-KR-S","1","353.00","1","353.00"
"JHARKHAND","JNE3758-KR-M","1","353.00","1","353.00"
"RAJASTHAN","JNE2014-KR-178-L","1","353.00","1","353.00"
"RAJASTHAN","JNE2014-KR-178-XL","1","353.00","1","353.00"
"PUNJAB","JNE3371-KR-S","1","353.00","1","353.00"
"GOA","JNE3366-KR-1053-S","1","353.00","1","353.00"
"PUNJAB","JNE3294-KR-S","1","353.00","1","353.00"
"PUDUCHERRY","JNE2014-KR-178-L","1","353.00","1","353.00"
"CHANDIGARH","JNE3468-KR-M","1","352.00","1","352.00"
"MAHARASHTRA","J0160-TP-S","1","352.00","1","352.00"
"GUJARAT","JNE3468-KR-S","1","352.00","1","352.00"
"JAMMU & KASHMIR","JNE3468-KR-XXL","1","352.00","1","352.00"
"BIHAR","JNE3468-KR-L","1","352.00","1","352.00"
"SIKKIM","JNE3468-KR-M","1","352.00","1","352.00"
"CHHATTISGARH","J0115-TP-XXL","1","352.00","1","352.00"
"KERALA","JNE3468-KR-S","1","352.00","1","352.00"
"UTTARAKHAND","JNE3468-KR-XXL","1","352.00","1","352.00"
"ASSAM","JNE3461-KR-L","1","352.00","1","352.00"
"UTTAR PRADESH","J0160-TP-L","1","352.00","1","352.00"
"ASSAM","JNE3468-KR-XXL","1","352.00","1","352.00"
"KARNATAKA","J0160-TP-L","1","352.00","1","352.00"
"BIHAR","JNE3468-KR-XXL","1","352.00","1","352.00"
"KARNATAKA","JNE3451-KR-XXL","1","351.00","1","351.00"
"PUNJAB","J0074-TP-XL","1","351.00","1","351.00"
"PUDUCHERRY","J0132-KR-XXXL","1","351.00","1","351.00"
"UTTAR PRADESH","J0300-TP-XXXL","1","351.00","1","351.00"
"RAJASTHAN","J0132-KR-XXXL","1","351.00","1","351.00"
"GUJARAT","JNE3785-KR-XXXL","1","351.00","1","351.00"
"MAHARASHTRA","J0132-KR-XXXL","1","351.00","1","351.00"
"KARNATAKA","JNE3451-KR-XS","1","351.00","1","351.00"
"CHANDIGARH","J0132-KR-XXXL","1","351.00","1","351.00"
"ANDHRA PRADESH","JNE3451-KR-XXL","1","351.00","1","351.00"
"TELANGANA","J0192-TP-S","1","351.00","1","351.00"
"GOA","J0112-TP-XXL","1","349.00","1","349.00"
"UTTARAKHAND","JNE3793-KR-XS","1","349.00","1","349.00"
"DELHI","JNE3751-KR-XL","1","349.00","1","349.00"
"DELHI","JNE3751-KR-XS","1","349.00","1","349.00"
"GUJARAT","JNE3225-KR-M","1","349.00","1","349.00"
"TAMIL NADU","JNE3225-KR-L","1","349.00","1","349.00"
"UTTARAKHAND","JNE3751-KR-XXXL","1","349.00","1","349.00"
"KARNATAKA","JNE3431-KR-S","1","349.00","1","349.00"
"RAJASTHAN","JNE3431-KR-XXL","1","349.00","1","349.00"
"TAMIL NADU","JNE3431-KR-XXXL","1","349.00","1","349.00"
"RAJASTHAN","JNE2266-KR-490-A-M","1","349.00","1","349.00"
"TAMIL NADU","JNE2266-KR-490-A-M","1","349.00","1","349.00"
"GOA","J0112-TP-L","1","349.00","1","349.00"
"TELANGANA","JNE3225-KR-XL","1","349.00","1","349.00"
"TELANGANA","JNE3225-KR-M","1","349.00","1","349.00"
"DELHI","J0112-TP-XL","1","349.00","1","349.00"
"WEST BENGAL","JNE3786-KR-XXXL","1","349.00","1","349.00"
"UTTAR PRADESH","JNE3622-KR-L","1","349.00","1","349.00"
"DELHI","J0112-TP-L","1","349.00","1","349.00"
"MAHARASHTRA","JNE3683-TU-S","1","349.00","1","349.00"
"GOA","JNE3793-KR-XS","1","349.00","1","349.00"
"DELHI","JNE3395-KR-S","1","349.00","1","349.00"
"ANDHRA PRADESH","JNE3786-KR-XXL","1","349.00","1","349.00"
"ANDAMAN & NICOBAR","JNE3786-KR-XS","1","349.00","1","349.00"
"HIMACHAL PRADESH","JNE3491-KR-XL","1","349.00","1","349.00"
"PUNJAB","JNE3468-KR-XL","1","349.00","1","349.00"
"GOA","JNE3225-KR-XL","1","349.00","1","349.00"
"NAGALAND","JNE3491-KR-XXL","1","349.00","1","349.00"
"MADHYA PRADESH","J0292-TP-S","1","349.00","1","349.00"
"ANDHRA PRADESH","JNE3225-KR-XS","1","349.00","1","349.00"
"WEST BENGAL","JNE3793-KR-L","1","349.00","1","349.00"
"UTTAR PRADESH","JNE3793-KR-XXL","1","349.00","1","349.00"
"UTTARAKHAND","JNE3431-KR-XS","1","349.00","1","349.00"
"HARYANA","JNE3793-KR-XL","1","349.00","1","349.00"
"HARYANA","JNE3786-KR-XXXL","1","349.00","1","349.00"
"ASSAM","JNE1906-KR-031-XXL","1","349.00","1","349.00"
"SIKKIM","JNE3793-KR-M","1","349.00","1","349.00"
"PUNJAB","JNE3622-KR-S","1","349.00","1","349.00"
"KARNATAKA","J0112-TP-XXL","1","349.00","1","349.00"
"KARNATAKA","JNE2266-KR-490-A-M","1","349.00","1","349.00"
"ANDHRA PRADESH","JNE3225-KR-XL","1","349.00","1","349.00"
"KERALA","J0292-TP-S","1","349.00","1","349.00"
"GUJARAT","JNE3786-KR-XXL","1","349.00","1","349.00"
"HIMACHAL PRADESH","JNE3786-KR-S","1","349.00","1","349.00"
"CHANDIGARH","JNE3683-TU-XS","1","349.00","1","349.00"
"KERALA","JNE3793-KR-XXL","1","349.00","1","349.00"
"KERALA","JNE3793-KR-L","1","349.00","1","349.00"
"BIHAR","JNE3793-KR-XL","1","349.00","1","349.00"
"DELHI","JNE3225-KR-XXL","1","349.00","1","349.00"
"KERALA","JNE3786-KR-XS","1","349.00","1","349.00"
"KERALA","JNE3786-KR-XL","1","349.00","1","349.00"
"TELANGANA","J0112-TP-XS","1","349.00","1","349.00"
"KERALA","JNE3491-KR-XS","1","349.00","1","349.00"
"DELHI","JNE3793-KR-M","1","349.00","1","349.00"
"GUJARAT","JNE3491-KR-XS","1","349.00","1","349.00"
"ANDHRA PRADESH","JNE3225-KR-S","1","349.00","1","349.00"
"PUDUCHERRY","JNE3786-KR-M","1","349.00","1","349.00"
"KARNATAKA","JNE2266-KR-490-A-XXL","1","349.00","1","349.00"
"TAMIL NADU","JNE3491-KR-XS","1","349.00","1","349.00"
"TAMIL NADU","JNE3683-TU-S","1","349.00","1","349.00"
"TAMIL NADU","JNE3491-KR-XXL","1","349.00","1","349.00"
"HARYANA","JNE3751-KR-XL","1","349.00","1","349.00"
"HARYANA","JNE3751-KR-S","1","349.00","1","349.00"
"HARYANA","JNE3491-KR-S","1","349.00","1","349.00"
"TAMIL NADU","JNE3751-KR-S","1","349.00","1","349.00"
"BIHAR","JNE3431-KR-XS","1","349.00","1","349.00"
"KERALA","JNE3751-KR-XXL","1","349.00","1","349.00"
"KERALA","JNE3751-KR-XS","1","349.00","1","349.00"
"KERALA","JNE3751-KR-S","1","349.00","1","349.00"
"BIHAR","JNE3431-KR-L","1","349.00","1","349.00"
"DELHI","BTM004-XXXL","1","349.00","1","349.00"
"TAMIL NADU","JNE3751-KR-XXL","1","349.00","1","349.00"
"ASSAM","J0112-TP-M","1","349.00","1","349.00"
"MADHYA PRADESH","JNE2266-KR-490-A-XL","1","349.00","1","349.00"
"MANIPUR","JNE3793-KR-XS","1","349.00","1","349.00"
"BIHAR","JNE3225-KR-XS","1","349.00","1","349.00"
"MADHYA PRADESH","JNE3786-KR-XXXL","1","349.00","1","349.00"
"ANDHRA PRADESH","BL110-L","1","349.00","1","349.00"
"CHHATTISGARH","JNE3786-KR-S","1","349.00","1","349.00"
"MAHARASHTRA","JNE3751-KR-S","1","349.00","1","349.00"
"WEST BENGAL","JNE3793-KR-XXL","1","349.00","1","349.00"
"TELANGANA","JNE3431-KR-XXXL","1","349.00","1","349.00"
"UTTAR PRADESH","JNE3786-KR-L","1","349.00","1","349.00"
"WEST BENGAL","JNE3793-KR-XL","1","349.00","1","349.00"
"MAHARASHTRA","J0112-TP-XXL","1","349.00","1","349.00"
"WEST BENGAL","JNE3793-KR-S","1","349.00","1","349.00"
"GUJARAT","J0112-TP-XL","1","349.00","1","349.00"
"UTTAR PRADESH","JNE3786-KR-XL","1","349.00","1","349.00"
"WEST BENGAL","JNE3491-KR-XXL","1","349.00","1","349.00"
"WEST BENGAL","JNE3491-KR-XL","1","349.00","1","349.00"
"KARNATAKA","JNE3751-KR-XL","1","349.00","1","349.00"
"DELHI","JNE3683-TU-XS","1","349.00","1","349.00"
"ODISHA","JNE3793-KR-XXL","1","349.00","1","349.00"
"MAHARASHTRA","JNE3475-KR-K-L","1","349.00","1","349.00"
"MADHYA PRADESH","JNE3468-KR-XS","1","349.00","1","349.00"
"RAJASTHAN","JNE3225-KR-M","1","349.00","1","349.00"
"KARNATAKA","JNE3225-KR-S","1","349.00","1","349.00"
"DELHI","BL110-M","1","349.00","1","349.00"
"PUNJAB","JNE3793-KR-L","1","349.00","1","349.00"
"TAMIL NADU","J0112-TP-L","1","349.00","1","349.00"
"WEST BENGAL","JNE3225-KR-XXL","1","349.00","1","349.00"
"WEST BENGAL","JNE3431-KR-S","1","349.00","1","349.00"
"TAMIL NADU","J0112-TP-XL","1","349.00","1","349.00"
"TAMIL NADU","JNE3430-KR-XXL","1","349.00","1","349.00"
"ANDHRA PRADESH","JNE3751-KR-S","1","349.00","1","349.00"
"ANDHRA PRADESH","JNE3751-KR-XXL","1","349.00","1","349.00"
"TAMIL NADU","J0112-TP-XXL","1","349.00","1","349.00"
"ANDHRA PRADESH","JNE3751-KR-XXXL","1","349.00","1","349.00"
"MAHARASHTRA","JNE3622-KR-L","1","349.00","1","349.00"
"TELANGANA","JNE3622-KR-XXL","1","349.00","1","349.00"
"DELHI","JNE3786-KR-XXXL","1","349.00","1","349.00"
"MAHARASHTRA","JNE3786-KR-XS","1","349.00","1","349.00"
"DELHI","JNE3683-TU-XL","1","349.00","1","349.00"
"MEGHALAYA","JNE3491-KR-XL","1","349.00","1","349.00"
"MAHARASHTRA","JNE3793-KR-L","1","349.00","1","349.00"
"GUJARAT","JNE3793-KR-M","1","349.00","1","349.00"
"TAMIL NADU","JNE3786-KR-XXXL","1","349.00","1","349.00"
"HARYANA","JNE3622-KR-XXL","1","349.00","1","349.00"
"GUJARAT","JNE3786-KR-XL","1","349.00","1","349.00"
"MADHYA PRADESH","JNE3751-KR-S","1","349.00","1","349.00"
"TAMIL NADU","JNE3786-KR-S","1","349.00","1","349.00"
"GUJARAT","JNE3786-KR-XS","1","349.00","1","349.00"
"WEST BENGAL","JNE3793-KR-M","1","349.00","1","349.00"
"MADHYA PRADESH","JNE3751-KR-XS","1","349.00","1","349.00"
"MAHARASHTRA","JNE3430-KR-XXL","1","349.00","1","349.00"
"MIZORAM","JNE3793-KR-XXL","1","349.00","1","349.00"
"KARNATAKA","JNE3491-KR-XXL","1","349.00","1","349.00"
"TELANGANA","JNE3491-KR-M","1","349.00","1","349.00"
"KERALA","JNE3622-KR-XXL","1","349.00","1","349.00"
"TELANGANA","JNE3751-KR-L","1","349.00","1","349.00"
"DELHI","JNE3491-KR-XS","1","349.00","1","349.00"
"WEST BENGAL","J0116-TP-S","1","349.00","1","349.00"
"KERALA","JNE3622-KR-S","1","349.00","1","349.00"
"KERALA","JNE3622-KR-L","1","349.00","1","349.00"
"TELANGANA","JNE3786-KR-XXXL","1","349.00","1","349.00"
"ARUNACHAL PRADESH","JNE3786-KR-XXXL","1","349.00","1","349.00"
"HARYANA","J0112-TP-XXXL","1","349.00","1","349.00"
"TELANGANA","JNE3793-KR-XS","1","349.00","1","349.00"
"KARNATAKA","JNE3786-KR-S","1","349.00","1","349.00"
"MAHARASHTRA","JNE3225-KR-S","1","349.00","1","349.00"
"KARNATAKA","JNE3431-KR-M","1","349.00","1","349.00"
"MAHARASHTRA","JNE2266-KR-490-A-XL","1","349.00","1","349.00"
"DELHI","JNE3622-KR-L","1","349.00","1","349.00"
"ANDAMAN & NICOBAR","JNE3261-KR-XXL","1","348.00","1","348.00"
"PUNJAB","JNE3500-KR-S","1","348.00","1","348.00"
"TAMIL NADU","JNE3713-TP-N-XL","1","348.00","1","348.00"
"ANDHRA PRADESH","JNE3261-KR-M","1","348.00","1","348.00"
"TELANGANA","JNE3500-KR-S","1","348.00","1","348.00"
"UTTAR PRADESH","JNE3729-KR-XL","1","348.00","1","348.00"
"WEST BENGAL","JNE3729-KR-XXXL","1","348.00","1","348.00"
"GUJARAT","JNE3261-KR-XXL","1","348.00","1","348.00"
"GOA","JNE3261-KR-XXL","1","348.00","1","348.00"
"ASSAM","JNE3261-KR-S","1","348.00","1","348.00"
"MADHYA PRADESH","JNE3500-KR-XXL","1","348.00","1","348.00"
"KERALA","JNE3500-KR-XXXL","1","348.00","1","348.00"
"MEGHALAYA","JNE3500-KR-M","1","348.00","1","348.00"
"WEST BENGAL","JNE3261-KR-XXXL","1","348.00","1","348.00"
"TAMIL NADU","JNE3500-KR-XXXL","1","348.00","1","348.00"
"TAMIL NADU","JNE3500-KR-S","1","348.00","1","348.00"
"MAHARASHTRA","JNE3729-KR-XXXL","1","348.00","1","348.00"
"UTTARAKHAND","JNE3261-KR-L","1","348.00","1","348.00"
"TELANGANA","JNE3261-KR-L","1","348.00","1","348.00"
"TELANGANA","JNE3261-KR-XXXL","1","348.00","1","348.00"
"MAHARASHTRA","JNE3261-KR-S","1","348.00","1","348.00"
"TAMIL NADU","JNE3729-KR-S","1","348.00","1","348.00"
"KARNATAKA","JNE3500-KR-XL","1","348.00","1","348.00"
"KARNATAKA","JNE3500-KR-M","1","348.00","1","348.00"
"DELHI","JNE3261-KR-XS","1","348.00","1","348.00"
"MAHARASHTRA","JNE3500-KR-XXXL","1","348.00","1","348.00"
"KARNATAKA","JNE3261-KR-S","1","348.00","1","348.00"
"ARUNACHAL PRADESH","JNE3657-TP-XXL","1","347.00","1","347.00"
"KARNATAKA","JNE3491-KR-XXXL","1","347.00","1","347.00"
"WEST BENGAL","JNE3565-KR-XXL","1","347.00","1","347.00"
"ODISHA","JNE3491-KR-XL","1","347.00","1","347.00"
"KARNATAKA","JNE3771-KR-M","1","346.00","1","346.00"
"WEST BENGAL","J0085-TP-XXXL","1","346.00","1","346.00"
"KARNATAKA","JNE3771-KR-S","1","346.00","1","346.00"
"KARNATAKA","J0089-TP-XXXL","1","346.00","1","346.00"
"UTTAR PRADESH","JNE3771-KR-M","1","346.00","1","346.00"
"TAMIL NADU","J0085-TP-XL","1","346.00","1","346.00"
"TAMIL NADU","JNE3779-KR-XL","1","346.00","1","346.00"
"UTTAR PRADESH","J0089-TP-XXXL","1","346.00","1","346.00"
"MAHARASHTRA","J0089-TP-S","1","346.00","1","346.00"
"NEW DELHI","JNE3771-KR-S","1","346.00","1","346.00"
"MAHARASHTRA","J0085-TP-S","1","346.00","1","346.00"
"NEW DELHI","JNE3771-KR-XS","1","346.00","1","346.00"
