"ship_state","sku","total_units_sold","total_revenue","total_orders","avg_order_value"
"MAHARASHTRA","J0118-TP-XL","24","12327.00","24","513.63"
"MAHARASHTRA","J0118-TP-XXXL","23","12289.00","23","534.30"
"TELANGANA","JNE3368-KR-XXL","26","12246.00","26","471.00"
"KARNATAKA","JNE3510-KR-S","27","12245.00","27","453.52"
"KARNATAKA","J0344-TP-M","20","12228.00","20","611.40"
"TELANGANA","JNE3399-KR-M","28","12212.00","28","436.14"
"UTTAR PRADESH","SET264-KR-NP-M","15","12170.00","15","811.33"
"KARNATAKA","SET264-KR-NP-XXL","15","12170.00","15","811.33"
"MAHARASHTRA","JNE3440-KR-N-XXXL","30","12143.00","30","404.77"
"MAHARASHTRA","J0118-TP-XXL","23","12142.00","23","527.91"
"MAHARASHTRA","J0280-SKD-S","8","12106.00","8","1513.25"
"MAHARASHTRA","SET278-KR-NP-XS","8","12093.00","8","1511.63"
"KARNATAKA","JNE3440-KR-N-L","30","12090.00","30","403.00"
"KARNATAKA","J0003-SET-XXXL","18","12070.00","18","670.56"
"MAHARASHTRA","SET374-KR-NP-L","19","12058.00","19","634.63"
"KARNATAKA","SET197-KR-NP-L","16","12057.00","16","753.56"
"UTTAR PRADESH","SET397-KR-NP-XL","11","12057.00","11","1096.09"
"MAHARASHTRA","JNE3405-KR-XXL","30","12056.00","30","401.87"
"MAHARASHTRA","SET324-KR-NP-S","20","12054.00","20","602.70"
"MAHARASHTRA","PSET264-KR-NP-5XL","10","12054.00","10","1205.40"
"TELANGANA","J0006-SET-XL","14","12052.00","14","860.86"
"MAHARASHTRA","JNE3801-KR-L","16","12038.00","16","752.38"
"MAHARASHTRA","JNE3798-KR-XXL","16","12038.00","16","752.38"
"TELANGANA","SET345-KR-NP-XXL","19","12013.00","19","632.26"
"RAJASTHAN","J0230-SKD-M","10","12006.00","10","1200.60"
"KARNATAKA","SET293-KR-NP-M","17","12001.00","17","705.94"
"KARNATAKA","JNE3800-KR-L","16","11976.00","16","748.50"
"MAHARASHTRA","JNE3567-KR-XL","30","11970.00","30","399.00"
"TELANGANA","J0003-SET-XS","18","11960.00","18","664.44"
"MAHARASHTRA","SET291-KR-PP-XXXL","21","11955.00","21","569.29"
"WEST BENGAL","J0008-SKD-M","11","11953.00","11","1086.64"
"TELANGANA","J0008-SKD-S","11","11953.00","11","1086.64"
"MAHARASHTRA","J0280-SKD-XS","8","11948.00","8","1493.50"
"TAMIL NADU","JNE3801-KR-M","16","11870.00","16","741.88"
"UTTAR PRADESH","SET110-KR-PP-M","15","11869.00","15","791.27"
"DELHI","J0003-SET-S","18","11867.00","18","659.28"
"KARNATAKA","SET058-KR-NP-XL","14","11858.00","14","847.00"
"ANDHRA PRADESH","JNE3797-KR-XXXL","16","11852.00","16","740.75"
"MAHARASHTRA","J0008-SKD-XXL","11","11851.00","10","1185.10"
"ANDHRA PRADESH","JNE3797-KR-M","16","11843.00","16","740.19"
"BIHAR","J0008-SKD-M","11","11841.00","11","1076.45"
"GUJARAT","J0341-DR-XL","15","11818.00","15","787.87"
"HARYANA","JNE3797-KR-L","16","11802.00","16","737.63"
"KARNATAKA","JNE3798-KR-M","16","11764.00","16","735.25"
"MAHARASHTRA","SET374-KR-NP-M","18","11733.00","18","651.83"
"TELANGANA","SET268-KR-NP-XXL","15","11730.00","15","782.00"
"MAHARASHTRA","SET350-KR-NP-L","10","11717.00","10","1171.70"
"TELANGANA","J0343-DR-XXL","13","11711.00","13","900.85"
"KARNATAKA","J0285-SKD-XL","8","11696.00","8","1462.00"
"KARNATAKA","JNE3373-KR-XXL","31","11692.00","31","377.16"
"TELANGANA","SET268-KR-NP-M","15","11640.00","14","831.43"
"MAHARASHTRA","SET397-KR-NP-XXXL","11","11636.00","11","1057.82"
"MAHARASHTRA","SET278-KR-NP-XL","8","11615.00","8","1451.88"
"KARNATAKA","SET374-KR-NP-XL","18","11603.00","18","644.61"
"KARNATAKA","J0012-SKD-M","10","11602.00","10","1160.20"
"TAMIL NADU","J0341-DR-XXXL","14","11600.00","14","828.57"
"MAHARASHTRA","SET291-KR-PP-XL","20","11580.00","20","579.00"
"TELANGANA","SET278-KR-NP-L","8","11567.00","8","1445.88"
"TELANGANA","J0002-SKD-XL","10","11555.00","10","1155.50"
"MAHARASHTRA","SET345-KR-NP-XS","18","11549.00","18","641.61"
"MAHARASHTRA","SET220-KR-PP-L","10","11538.00","10","1153.80"
"MAHARASHTRA","SET304-KR-DPT-XXXL","10","11519.00","10","1151.90"
"UTTAR PRADESH","SET398-KR-PP-S","10","11505.00","10","1150.50"
"MAHARASHTRA","J0005-DR-L","12","11488.00","12","957.33"
"TAMIL NADU","J0012-SKD-XXXL","10","11484.00","10","1148.40"
"MAHARASHTRA","J0343-DR-XL","13","11454.00","13","881.08"
"UTTAR PRADESH","J0012-SKD-XL","10","11391.00","10","1139.10"
"MAHARASHTRA","J0339-DR-S","14","11386.00","14","813.29"
"MAHARASHTRA","SET197-KR-NP-XXL","15","11385.00","15","759.00"
"MADHYA PRADESH","JNE3797-KR-XL","15","11385.00","15","759.00"
"MAHARASHTRA","SET345-KR-NP-XXXL","18","11376.00","18","632.00"
"MAHARASHTRA","SET269-KR-NP-XL","14","11371.00","14","812.21"
"TAMIL NADU","JNE3373-KR-XXL","30","11364.00","29","391.86"
"MAHARASHTRA","SET183-KR-DH-XL","15","11356.00","15","757.07"
"DELHI","JNE3797-KR-L","15","11321.00","15","754.73"
"DELHI","JNE3797-KR-M","15","11302.00","15","753.47"
"DELHI","SET398-KR-PP-XL","10","11292.00","10","1129.20"
"TELANGANA","J0003-SET-S","17","11258.00","17","662.24"
"MAHARASHTRA","JNE3905-DR-M","18","11250.00","18","625.00"
"TELANGANA","JNE3801-KR-L","15","11246.00","15","749.73"
"MAHARASHTRA","SET324-KR-NP-XL","18","11240.00","18","624.44"
"JHARKHAND","J0230-SKD-S","10","11223.00","10","1122.30"
"UTTAR PRADESH","J0008-SKD-XS","10","11218.00","10","1121.80"
"WEST BENGAL","JNE3797-KR-XS","15","11205.00","15","747.00"
"TELANGANA","JNE3800-KR-L","15","11205.00","14","800.36"
"KARNATAKA","JNE3801-KR-XXXL","15","11179.00","15","745.27"
"KARNATAKA","SET319-KR-NP-S","13","11158.00","13","858.31"
"BIHAR","J0008-SKD-XS","10","11146.00","10","1114.60"
"TELANGANA","J0339-DR-XXL","12","11108.00","12","925.67"
"MAHARASHTRA","JNE3710-DR-L","16","11103.00","16","693.94"
"ANDHRA PRADESH","SET268-KR-NP-XS","15","11100.00","8","1387.50"
"ANDHRA PRADESH","SET268-KR-NP-S","15","11100.00","14","792.86"
"UTTAR PRADESH","SET110-KR-PP-XS","14","11081.00","14","791.50"
"KERALA","J0341-DR-M","14","11068.00","12","922.33"
"KARNATAKA","JNE3797-KR-A-S","15","11059.00","15","737.27"
"MAHARASHTRA","JNE3905-DR-L","18","11028.00","18","612.67"
"KERALA","JNE3797-KR-A-S","15","11013.00","15","734.20"
"TAMIL NADU","J0041-SET-XL","17","10994.00","17","646.71"
"MAHARASHTRA","J0301-TP-M","23","10984.00","23","477.57"
"MAHARASHTRA","JNE3468-KR-XXXL","29","10955.00","29","377.76"
"UTTAR PRADESH","J0008-SKD-M","10","10932.00","10","1093.20"
"TAMIL NADU","SET291-KR-PP-M","19","10929.00","19","575.21"
"MAHARASHTRA","JNE3784-KR-M","23","10912.00","23","474.43"
"WEST BENGAL","J0008-SKD-S","10","10888.00","10","1088.80"
"TELANGANA","JNE3797-KR-A-M","14","10878.00","14","777.00"
"KARNATAKA","SET291-KR-PP-M","19","10875.00","19","572.37"
"KARNATAKA","J0008-SKD-XXL","10","10874.00","10","1087.40"
"MAHARASHTRA","JNE3468-KR-L","30","10873.00","30","362.43"
"UTTAR PRADESH","J0277-SKD-L","8","10867.00","8","1358.38"
"KARNATAKA","SET324-KR-NP-XXXL","17","10859.00","17","638.76"
"TELANGANA","J0008-SKD-M","10","10846.00","10","1084.60"
"ANDHRA PRADESH","J0230-SKD-M","9","10834.00","9","1203.78"
"KARNATAKA","JNE3368-KR-XL","23","10833.00","23","471.00"
"UTTAR PRADESH","SET397-KR-NP-XXXL","10","10824.00","10","1082.40"
"KARNATAKA","J0244-SKD-L","9","10814.00","9","1201.56"
"MAHARASHTRA","J0401-DR-XL","12","10807.00","12","900.58"
"KARNATAKA","J0349-SET-XS","13","10776.00","13","828.92"
"ANDHRA PRADESH","SET268-KR-NP-L","14","10762.00","14","768.71"
"TAMIL NADU","PJNE3373-KR-N-6XL","14","10752.00","14","768.00"
"MAHARASHTRA","J0157-DR-M","15","10747.00","15","716.47"
"KARNATAKA","J0301-TP-XL","19","10721.00","19","564.26"
"TAMIL NADU","JNE3405-KR-S","26","10712.00","26","412.00"
"MAHARASHTRA","J0349-SET-XS","13","10689.00","13","822.23"
"KERALA","SET268-KR-NP-XL","14","10672.00","14","762.29"
"KERALA","JNE3798-KR-XL","14","10650.00","14","760.71"
"TELANGANA","JNE3798-KR-XL","14","10650.00","13","819.23"
"MAHARASHTRA","PJNE3068-KR-6XL","11","10644.00","11","967.64"
"MAHARASHTRA","SET293-KR-NP-XL","15","10620.00","15","708.00"
"BIHAR","SET183-KR-DH-M","14","10597.00","14","756.93"
"MAHARASHTRA","J0005-DR-XL","11","10589.00","11","962.64"
"MAHARASHTRA","JNE3440-KR-N-M","26","10586.00","26","407.15"
"KERALA","J0041-SET-XS","16","10567.00","16","660.44"
"MAHARASHTRA","J0012-SKD-L","9","10565.00","9","1173.89"
"TELANGANA","JNE3373-KR-XXXL","28","10564.00","28","377.29"
"WEST BENGAL","JNE3405-KR-L","26","10560.00","26","406.15"
"MAHARASHTRA","JNE3468-KR-XL","28","10559.00","28","377.11"
"KARNATAKA","SET324-KR-NP-S","17","10547.00","17","620.41"
"KARNATAKA","JNE3373-KR-M","28","10546.00","28","376.64"
"DELHI","J0003-SET-XXXL","16","10543.00","16","658.94"
"GUJARAT","JNE3797-KR-XL","14","10542.00","14","753.00"
"TELANGANA","JNE3801-KR-M","14","10542.00","14","753.00"
"KARNATAKA","JNE3373-KR-XL","28","10540.00","28","376.43"
"UTTAR PRADESH","JNE3797-KR-XXXL","14","10532.00","14","752.29"
"TELANGANA","J0006-SET-L","12","10524.00","12","877.00"
"TAMIL NADU","JNE3291-KR-L","24","10523.00","24","438.46"
"TAMIL NADU","JNE3801-KR-XXL","14","10522.00","14","751.57"
"MAHARASHTRA","J0379-SKD-S","8","10520.00","8","1315.00"
"MAHARASHTRA","SET374-KR-NP-XXL","17","10507.00","17","618.06"
"MAHARASHTRA","J0002-SKD-XL","9","10504.00","9","1167.11"
"MAHARASHTRA","J0283-SET-L","10","10504.00","10","1050.40"
"TELANGANA","J0012-SKD-XL","9","10501.00","9","1166.78"
"PUNJAB","J0230-SKD-XL","9","10498.00","9","1166.44"
"MAHARASHTRA","JNE3800-KR-XXL","14","10496.00","14","749.71"
"TELANGANA","J0002-SKD-XXXL","9","10483.00","9","1164.78"
"MADHYA PRADESH","J0230-SKD-XL","9","10483.00","9","1164.78"
"UTTAR PRADESH","SET398-KR-PP-XXL","9","10476.00","9","1164.00"
"MAHARASHTRA","J0344-TP-L","17","10475.00","17","616.18"
"KERALA","J0341-DR-S","13","10475.00","12","872.92"
"MAHARASHTRA","JNE3510-KR-S","23","10473.00","22","476.05"
"DELHI","J0119-TP-M","17","10460.00","17","615.29"
"MAHARASHTRA","SET342-KR-NP-N-XL","12","10447.00","12","870.58"
"MAHARASHTRA","SET304-KR-DPT-XL","9","10445.00","9","1160.56"
"MAHARASHTRA","SET278-KR-NP-S","7","10436.00","7","1490.86"
"MAHARASHTRA","SET184-KR-PP-L","18","10436.00","18","579.78"
"UTTAR PRADESH","J0341-DR-S","12","10434.00","12","869.50"
"MAHARASHTRA","JNE3800-KR-S","14","10434.00","14","745.29"
"MAHARASHTRA","SET278-KR-NP-XXXL","7","10418.00","6","1736.33"
"MAHARASHTRA","SET397-KR-NP-XXL","9","10416.00","9","1157.33"
"KARNATAKA","SET324-KR-NP-XS","17","10399.00","17","611.71"
"TELANGANA","J0236-SKD-XL","11","10391.00","11","944.64"
"KARNATAKA","SET304-KR-DPT-XXXL","9","10390.00","9","1154.44"
"UTTAR PRADESH","SET324-KR-NP-L","17","10387.00","17","611.00"
"GUJARAT","JNE3797-KR-S","14","10384.00","14","741.71"
"MAHARASHTRA","J0341-DR-XS","13","10383.00","13","798.69"
"UTTAR PRADESH","J0349-SET-L","12","10355.00","12","862.92"
"MAHARASHTRA","J0006-SET-M","12","10352.00","12","862.67"
"ANDHRA PRADESH","JNE3797-KR-XXL","14","10342.00","14","738.71"
"KARNATAKA","SET110-KR-PP-XS","13","10342.00","13","795.54"
"KERALA","JNE3800-KR-S","14","10342.00","14","738.71"
"MAHARASHTRA","J0117-TP-XXL","19","10332.00","19","543.79"
"UTTAR PRADESH","JNE3784-KR-M","21","10327.00","21","491.76"
"TAMIL NADU","SET278-KR-NP-M","7","10317.00","7","1473.86"
"TELANGANA","SET304-KR-DPT-L","9","10308.00","8","1288.50"
"TAMIL NADU","JNE3405-KR-M","25","10299.00","25","411.96"
"KARNATAKA","J0002-SKD-L","9","10288.00","9","1143.11"
"UTTAR PRADESH","SET344-KR-NP-M","11","10274.00","11","934.00"
"MAHARASHTRA","SET187-KR-DH-M","16","10260.00","16","641.25"
"TELANGANA","SET345-KR-NP-L","16","10252.00","16","640.75"
"KARNATAKA","J0285-SKD-M","7","10246.00","7","1463.71"
"DELHI","SET268-KR-NP-S","13","10244.00","13","788.00"
"MAHARASHTRA","J0343-DR-XXXL","12","10242.00","12","853.50"
"KARNATAKA","J0005-DR-XL","11","10239.00","11","930.82"
"TELANGANA","J0002-SKD-L","9","10237.00","9","1137.44"
"UTTAR PRADESH","SET110-KR-PP-S","13","10234.00","13","787.23"
"KERALA","SET278-KR-NP-L","7","10226.00","7","1460.86"
"KARNATAKA","JNE3291-KR-L","23","10225.00","22","464.77"
"TELANGANA","SET345-KR-NP-M","16","10225.00","16","639.06"
"MAHARASHTRA","J0002-SKD-M","9","10209.00","9","1134.33"
"MAHARASHTRA","J0308-DR-L","15","10195.00","15","679.67"
"MAHARASHTRA","SET398-KR-PP-XXXL","9","10187.00","9","1131.89"
"MAHARASHTRA","SET110-KR-PP-S","13","10185.00","13","783.46"
"MAHARASHTRA","JNE3373-KR-XXL","27","10176.00","27","376.89"
"DELHI","JNE3405-KR-L","25","10161.00","25","406.44"
"TAMIL NADU","SET268-KR-NP-XXXL","13","10154.00","13","781.08"
"MAHARASHTRA","J0333-DR-XXXL","12","10140.00","12","845.00"
"DELHI","J0119-TP-XL","16","10138.00","16","633.63"
"KARNATAKA","J0349-SET-L","12","10136.00","12","844.67"
"KARNATAKA","J0003-SET-XXL","15","10130.00","15","675.33"
"MAHARASHTRA","J0243-DR-S","9","10125.00","9","1125.00"
"MAHARASHTRA","J0308-DR-XXL","16","10120.00","16","632.50"
"KARNATAKA","J0118-TP-XL","20","10098.00","20","504.90"
"UTTAR PRADESH","SET397-KR-NP-XXL","9","10083.00","9","1120.33"
"MAHARASHTRA","JNE3654-TP-M","25","10082.00","25","403.28"
"MAHARASHTRA","SET374-KR-NP-XXXL","16","10082.00","16","630.13"
"MAHARASHTRA","JNE3399-KR-M","23","10080.00","23","438.26"
"KARNATAKA","SET393-KR-NP-XS","10","10064.00","10","1006.40"
"GUJARAT","J0341-DR-XXL","12","10056.00","12","838.00"
"MAHARASHTRA","JNE3399-KR-L","23","10055.00","23","437.17"
"UTTAR PRADESH","J0341-DR-M","12","10014.00","12","834.50"
"TELANGANA","J0338-DR-L","11","10004.00","11","909.45"
"ODISHA","J0230-SKD-S","9","9996.00","9","1110.67"
"DELHI","J0349-SET-M","12","9996.00","12","833.00"
"UTTAR PRADESH","SET268-KR-NP-S","13","9974.00","13","767.23"
"KARNATAKA","J0343-DR-M","12","9971.00","11","906.45"
"MAHARASHTRA","JNE3510-KR-XL","22","9963.00","22","452.86"
"TAMIL NADU","JNE3801-KR-L","13","9951.00","13","765.46"
"TAMIL NADU","J0230-SKD-M","8","9946.00","8","1243.25"
"KARNATAKA","J0119-TP-L","16","9934.00","16","620.88"
"TAMIL NADU","JNE3291-KR-XXL","22","9910.00","21","471.90"
"TAMIL NADU","J0008-SKD-XL","9","9907.00","9","1100.78"
"TAMIL NADU","J0157-DR-XXL","13","9906.00","13","762.00"
"MAHARASHTRA","J0008-SKD-XXXL","9","9897.00","9","1099.67"
"BIHAR","J0003-SET-M","15","9892.00","14","706.57"
"PUNJAB","J0013-SKD-XXXL","9","9891.00","4","2472.75"
"MAHARASHTRA","J0005-DR-S","11","9889.00","11","899.00"
"MAHARASHTRA","SET184-KR-PP-M","17","9883.00","17","581.35"
"HARYANA","SET183-KR-DH-M","13","9867.00","13","759.00"
"TAMIL NADU","JNE2270-KR-487-A-XXL","19","9864.00","18","548.00"
"TELANGANA","JNE3405-KR-S","24","9842.00","23","427.91"
"KARNATAKA","J0244-SKD-M","8","9836.00","8","1229.50"
"KARNATAKA","JNE3368-KR-XXL","21","9825.00","21","467.86"
"UTTAR PRADESH","J0281-SKD-S","7","9816.00","7","1402.29"
"UTTAR PRADESH","SET183-KR-DH-XXXL","13","9809.00","13","754.54"
"GUJARAT","SET183-KR-DH-M","13","9809.00","13","754.54"
"MAHARASHTRA","JNE3800-KR-XL","13","9796.00","13","753.54"
"KERALA","SET268-KR-NP-S","13","9794.00","13","753.38"
"TELANGANA","JNE3801-KR-XL","13","9793.00","13","753.31"
"KARNATAKA","JNE3399-KR-S","22","9790.00","22","445.00"
"TAMIL NADU","JNE3373-KR-M","26","9788.00","26","376.46"
"KARNATAKA","SET269-KR-NP-L","12","9788.00","12","815.67"
"KARNATAKA","SET269-KR-NP-M","12","9788.00","12","815.67"
"KERALA","SET327-KR-DPT-M","10","9787.00","10","978.70"
"WEST BENGAL","SET183-KR-DH-M","13","9780.00","13","752.31"
"MAHARASHTRA","JNE3645-TP-N-L","21","9778.00","21","465.62"
"MAHARASHTRA","JNE3465-KR-M","20","9777.00","20","488.85"
"KARNATAKA","SET273-KR-NP-S","16","9777.00","16","611.06"
"KARNATAKA","SET327-KR-DPT-M","10","9776.00","10","977.60"
"MAHARASHTRA","J0340-TP-M","13","9770.00","13","751.54"
"KARNATAKA","JNE3798-KR-XXL","13","9760.00","13","750.77"
"KERALA","JNE3399-KR-S","22","9756.00","21","464.57"
"WEST BENGAL","JNE3797-KR-XL","13","9751.00","13","750.08"
"MAHARASHTRA","SET363-KR-NP-XXL","8","9751.00","8","1218.88"
"KARNATAKA","JNE3797-KR-A-XL","13","9747.00","13","749.77"
"ANDHRA PRADESH","JNE3797-KR-XL","13","9731.00","13","748.54"
"MAHARASHTRA","J0335-DR-XXL","11","9728.00","11","884.36"
"KARNATAKA","JNE3465-KR-M","20","9725.00","17","572.06"
"KERALA","J0341-DR-XXXL","11","9700.00","11","881.82"
"KARNATAKA","JNE3798-KR-L","13","9699.00","13","746.08"
"MAHARASHTRA","SET145-KR-NP-XXL","13","9685.00","13","745.00"
"TAMIL NADU","JNE3798-KR-XXL","13","9679.00","13","744.54"
"UTTAR PRADESH","J0119-TP-XXL","16","9668.00","16","604.25"
"KARNATAKA","SET327-KR-DPT-L","10","9656.00","10","965.60"
"KERALA","JNE3797-KR-A-L","13","9655.00","13","742.69"
"TELANGANA","JNE3399-KR-L","22","9654.00","22","438.82"
"TAMIL NADU","SET345-KR-NP-L","15","9637.00","15","642.47"
"KERALA","J0341-DR-XXL","12","9637.00","12","803.08"
"UTTAR PRADESH","SET324-KR-NP-XXL","16","9632.00","16","602.00"
"MAHARASHTRA","J0343-DR-M","12","9631.00","12","802.58"
"HARYANA","J0230-SKD-XL","8","9625.00","8","1203.13"
"MAHARASHTRA","JNE2305-KR-533-M","26","9622.00","26","370.08"
"KARNATAKA","SET265-KR-NP-S","11","9601.00","11","872.82"
"TELANGANA","J0335-DR-XXL","10","9590.00","10","959.00"
"TELANGANA","SET345-KR-NP-XS","15","9583.00","15","638.87"
"RAJASTHAN","JNE3797-KR-L","13","9576.00","13","736.62"
"MAHARASHTRA","SET363-KR-NP-S","8","9570.00","8","1196.25"
"WEST BENGAL","JNE3797-KR-S","13","9541.00","13","733.92"
"MAHARASHTRA","JNE3781-KR-XXXL","23","9540.00","23","414.78"
"WEST BENGAL","J0230-SKD-XXL","8","9536.00","8","1192.00"
"KARNATAKA","SET374-KR-NP-M","15","9533.00","15","635.53"
"RAJASTHAN","J0230-SKD-S","8","9506.00","8","1188.25"
"TAMIL NADU","SET345-KR-NP-XL","15","9500.00","15","633.33"
"KARNATAKA","J0343-DR-XXL","11","9499.00","11","863.55"
"UTTAR PRADESH","SET392-KR-NP-M","12","9492.00","12","791.00"
"KERALA","SET392-KR-NP-S","12","9492.00","12","791.00"
"KARNATAKA","J0005-DR-S","9","9491.00","9","1054.56"
"TAMIL NADU","JNE3373-KR-XL","25","9460.00","25","378.40"
"KERALA","SET324-KR-NP-XL","15","9449.00","15","629.93"
"BIHAR","J0230-SKD-L","8","9444.00","8","1180.50"
"TAMIL NADU","J0341-DR-XXL","10","9433.00","10","943.30"
"MAHARASHTRA","J0344-TP-XXL","16","9429.00","16","589.31"
"MAHARASHTRA","JNE3510-KR-L","21","9427.00","21","448.90"
"MAHARASHTRA","JNE3405-KR-XL","23","9413.00","23","409.26"
"KARNATAKA","SET331-KR-NP-S","15","9407.00","15","627.13"
"UTTAR PRADESH","J0234-SKD-L","8","9403.00","8","1175.38"
"MAHARASHTRA","SET110-KR-PP-L","12","9397.00","12","783.08"
"MAHARASHTRA","J0157-DR-XL","13","9394.00","13","722.62"
"WEST BENGAL","JNE3405-KR-XXXL","23","9371.00","23","407.43"
"MAHARASHTRA","J0011-LCD-M","6","9358.00","6","1559.67"
"KARNATAKA","J0119-TP-XXXL","15","9354.00","15","623.60"
"MAHARASHTRA","J0236-SKD-XXL","10","9354.00","10","935.40"
"TAMIL NADU","J0343-DR-M","12","9351.00","12","779.25"
"MAHARASHTRA","J0236-SKD-XXXL","10","9330.00","10","933.00"
"KARNATAKA","JNE3784-KR-M","19","9324.00","19","490.74"
"TELANGANA","SET304-KR-DPT-XL","8","9320.00","8","1165.00"
"KARNATAKA","JNE3861-DR-L","11","9319.00","11","847.18"
"KARNATAKA","SET397-KR-NP-XS","9","9309.00","9","1034.33"
"KARNATAKA","J0230-SKD-XXL","8","9307.00","8","1163.38"
"TELANGANA","J0236-SKD-L","10","9294.00","10","929.40"
"DELHI","J0339-DR-XL","11","9290.00","11","844.55"
"MAHARASHTRA","JNE3291-KR-L","21","9283.00","20","464.15"
"TELANGANA","SET268-KR-NP-XS","12","9276.00","12","773.00"
"TELANGANA","J0343-DR-XXXL","10","9275.00","10","927.50"
"DELHI","J0349-SET-S","11","9271.00","11","842.82"
"UTTAR PRADESH","SET304-KR-DPT-L","8","9259.00","8","1157.38"
"UTTAR PRADESH","J0349-SET-M","11","9257.00","11","841.55"
"KERALA","JNE3405-KR-L","23","9249.00","23","402.13"
"MAHARASHTRA","J0239-SKD-XL","7","9239.00","7","1319.86"
"MAHARASHTRA","JNE3905-DR-XL","15","9227.00","15","615.13"
"TAMIL NADU","SET324-KR-NP-L","15","9227.00","15","615.13"
"DELHI","J0003-SET-M","14","9200.00","14","657.14"
"KERALA","J0041-SET-S","14","9197.00","14","656.93"
"GUJARAT","J0230-SKD-L","8","9193.00","7","1313.29"
"MADHYA PRADESH","SET324-KR-NP-M","15","9191.00","15","612.73"
"TAMIL NADU","SET268-KR-NP-XXL","12","9186.00","12","765.50"
"MAHARASHTRA","J0212-DR-XL","10","9183.00","10","918.30"
"MAHARASHTRA","J0012-SKD-XXL","8","9174.00","8","1146.75"
"MAHARASHTRA","JNE3784-KR-XXXL","19","9171.00","19","482.68"
"KARNATAKA","J0012-SKD-XXL","8","9170.00","8","1146.25"
"MAHARASHTRA","SET273-KR-NP-M","15","9165.00","15","611.00"
"DELHI","J0012-SKD-XXL","8","9164.00","8","1145.50"
"TELANGANA","J0012-SKD-XXXL","8","9160.00","8","1145.00"
"MAHARASHTRA","SET377-KR-NP-XXL","8","9160.00","8","1145.00"
"MAHARASHTRA","SET273-KR-NP-S","15","9150.00","15","610.00"
"TAMIL NADU","J0041-SET-M","14","9138.00","14","652.71"
"TAMIL NADU","JNE3465-KR-XXXL","18","9121.00","18","506.72"
"MAHARASHTRA","JNE3468-KR-M","24","9108.00","24","379.50"
"KARNATAKA","SET197-KR-NP-XXL","12","9108.00","12","759.00"
"TAMIL NADU","SET304-KR-DPT-XXL","8","9107.00","8","1138.38"
"MAHARASHTRA","SET145-KR-NP-L","12","9103.00","12","758.58"
"MAHARASHTRA","JNE3465-KR-XL","18","9102.00","18","505.67"
"TELANGANA","PJNE3252-KR-N-6XL","10","9095.00","10","909.50"
"MAHARASHTRA","JNE3510-KR-XXL","20","9089.00","20","454.45"
"MAHARASHTRA","J0095-SET-XXXL","14","9086.00","14","649.00"
"UTTAR PRADESH","SET348-KR-NP-XL","10","9084.00","10","908.40"
"UTTAR PRADESH","SET364-KR-NP-XL","8","9084.00","8","1135.50"
"UTTAR PRADESH","J0340-TP-S","12","9080.00","12","756.67"
"UTTAR PRADESH","SET197-KR-NP-L","12","9079.00","12","756.58"
"UTTAR PRADESH","JNE3405-KR-XXXL","22","9078.00","21","432.29"
"UTTAR PRADESH","SET398-KR-PP-M","8","9076.00","8","1134.50"
"DELHI","SET398-KR-PP-M","8","9062.00","8","1132.75"
"TAMIL NADU","JNE3739-KR-XL","20","9056.00","20","452.80"
"KERALA","JNE3373-KR-M","24","9054.00","24","377.25"
"KERALA","SET324-KR-NP-M","15","9033.00","15","602.20"
"MAHARASHTRA","J0301-TP-XXL","18","9021.00","18","501.17"
"MAHARASHTRA","J0003-SET-L","13","9008.00","13","692.92"
"TELANGANA","PJNE2199-KR-N-6XL","13","9004.00","13","692.62"
"TELANGANA","JNE3800-KR-XXXL","12","9000.00","12","750.00"
"MAHARASHTRA","J0280-SKD-XL","6","8992.00","6","1498.67"
"ANDHRA PRADESH","J0341-DR-XXXL","11","8991.00","11","817.36"
"BIHAR","JNE3797-KR-L","12","8990.00","12","749.17"
"ODISHA","JNE3797-KR-M","12","8990.00","12","749.17"
